,seconds,x,y,z,speed,acceleration,degrees
0,1398854623.6508164,19.5227,119.779,0.8354349999999999,0.0,0.0,180.8469180796566
1,1398854623.7513492,19.5227,119.779,0.8354349999999999,0.0,0.0,180.8766313735415
2,1398854623.85194,19.5227,119.779,0.8354349999999999,0.0,0.0,180.07915934071804
3,1398854623.9524941,19.5227,119.779,0.8354349999999999,0.0,0.0,179.09737357041092
4,1398854624.0027776,19.5227,119.779,0.8354349999999999,0.0,0.0,178.27937786310264
5,1398854624.103342,19.5227,119.779,0.8354349999999999,0.0,0.0,177.74621463841993
6,1398854624.203917,19.5227,119.779,0.8354349999999999,0.0,0.0,177.59234266888018
7,1398854624.3044178,19.5227,119.779,0.8354349999999999,0.0,0.0,177.791775942276
8,1398854624.4049587,19.5227,119.779,0.8354349999999999,0.0,0.0,178.42824373560538
9,1398854624.5055134,19.5227,119.779,0.8354349999999999,0.0,0.0,179.1478488794439
10,1398854624.6060674,19.5227,119.779,0.8354349999999999,0.0,0.0,179.93971008157905
11,1398854624.7066,19.5227,119.779,0.8354349999999999,0.0,0.0,180.34224477720963
12,1398854624.8071735,19.5227,119.779,0.8354349999999999,0.0,0.0,179.83761814049947
13,1398854624.9076817,19.5227,119.779,0.8354349999999999,0.0,0.0,177.64020241139497
14,1398854625.0082607,19.5227,119.779,0.8354349999999999,0.0,0.0,173.6788364239914
15,1398854625.108803,19.5227,119.779,0.8354349999999999,0.0,0.0,168.55707528275454
16,1398854625.2093537,19.5227,119.779,0.8354349999999999,0.0,0.0,164.24977147428072
17,1398854625.3099136,19.5227,119.779,0.8354349999999999,0.0,0.0,161.59115983111172
18,1398854625.4185781,19.5227,119.779,0.8354349999999999,0.0,0.0,161.04146369379038
19,1398854625.5192187,19.5227,119.779,0.8354349999999999,0.0,0.0,162.7285112773343
20,1398854625.6197355,19.5227,119.779,0.8354349999999999,0.0,0.0,167.14496470261378
21,1398854625.7203164,19.5227,119.779,0.8354349999999999,0.0,0.0,174.53317500920951
22,1398854625.8208704,19.5227,119.779,0.8354349999999999,0.0,0.0,184.5648077629744
23,1398854625.921373,19.5227,119.779,0.8354349999999999,0.0,0.0,195.41785214589302
24,1398854626.0018396,19.5227,119.779,0.8354349999999999,0.0,0.0,205.4486376153288
25,1398854626.102399,19.5227,119.779,0.8354349999999999,0.0,0.0,212.85134479089413
26,1398854626.2029378,19.5227,119.779,0.8354349999999999,0.0,0.0,217.283704010711
27,1398854626.303475,19.5227,119.779,0.8354349999999999,0.0,0.0,218.98671079710175
28,1398854626.4040444,19.5227,119.779,0.8354349999999999,0.0,0.0,218.46258408616833
29,1398854626.5045316,19.5227,119.779,0.8354349999999999,0.0,0.0,215.92121382129065
30,1398854626.6051,19.5227,119.779,0.8354349999999999,0.0,0.0,211.80862946623512
31,1398854626.7056527,19.5227,119.779,0.8354349999999999,0.0,0.0,206.9242829889652
32,1398854626.806196,19.5227,119.779,0.8354349999999999,0.0,0.0,202.90101930972196
33,1398854626.9066849,19.5227,119.779,0.8354349999999999,0.0,0.0,200.41708423434667
34,1398854627.0072913,19.5227,119.779,0.8354349999999999,0.0,0.0,199.55182787593893
35,1398854627.1078007,19.5227,119.779,0.8354349999999999,0.0,0.0,199.66833911169132
36,1398854627.2084494,19.5227,119.779,0.8354349999999999,0.0,0.0,200.10705109152315
37,1398854627.3088918,19.5227,119.779,0.8354349999999999,0.0,0.0,200.14332532749654
38,1398854627.4094403,19.5227,119.779,0.8354349999999999,0.0,0.0,199.1305544401206
39,1398854627.5100498,19.5227,119.779,0.8354349999999999,0.0,0.0,196.49053891050917
40,1398854627.6105494,19.5227,119.779,0.8354349999999999,0.0,0.0,192.3805361399704
41,1398854627.7110927,19.5227,119.779,0.8354349999999999,0.0,0.0,187.62016209159574
42,1398854627.8116271,19.5227,119.779,0.8354349999999999,0.0,0.0,183.509532755262
43,1398854627.9121385,19.5227,119.779,0.8354349999999999,0.0,0.0,180.86855389448283
44,1398854628.0026307,19.5227,119.779,0.8354349999999999,0.0,0.0,179.8549714585298
45,1398854628.1032286,19.5227,119.779,0.8354349999999999,0.0,0.0,179.8905252654408
46,1398854628.2037673,19.5227,119.779,0.8354349999999999,0.0,0.0,180.32892535667156
47,1398854628.3099632,19.5227,119.779,0.8354349999999999,0.0,0.0,180.44620736918375
48,1398854628.410499,19.5227,119.779,0.8354349999999999,0.0,0.0,179.5827273025483
49,1398854628.5110579,19.5227,119.779,0.8354349999999999,0.0,0.0,177.10145230360308
50,1398854628.6116357,19.5227,119.779,0.8354349999999999,0.0,0.0,173.07802082900892
51,1398854628.7122154,19.5227,119.779,0.8354349999999999,0.0,0.0,168.1891237155824
52,1398854628.8127625,19.5227,119.779,0.8354349999999999,0.0,0.0,164.06502357074598
53,1398854628.9132671,19.5227,119.779,0.8354349999999999,0.0,0.0,161.51625980062462
54,1398854629.0037649,19.5227,119.779,0.8354349999999999,0.0,0.0,160.99990475052832
55,1398854629.1043677,19.5227,119.779,0.8354349999999999,0.0,0.0,162.72792442882763
56,1398854629.204925,19.5227,119.779,0.8354349999999999,0.0,0.0,167.18568714357679
57,1398854629.3054652,19.5227,119.779,0.8354349999999999,0.0,0.0,174.5932056709763
58,1398854629.406034,19.5227,119.779,0.8354349999999999,0.0,0.0,184.59419132704295
59,1398854629.5065954,19.5227,119.779,0.8354349999999999,0.0,0.0,195.40580923538386
60,1398854629.6071625,19.5227,119.779,0.8354349999999999,0.0,0.0,205.40679444902946
61,1398854629.7077346,19.5227,119.779,0.8354349999999999,0.0,0.0,212.81431216383686
62,1398854629.8082924,19.5227,119.779,0.8354349999999999,0.0,0.0,217.27207372206237
63,1398854629.9088817,19.5227,119.779,0.8354349999999999,0.0,0.0,219.00009265126238
64,1398854630.0094419,19.5227,119.779,0.8354349999999999,0.0,0.0,218.4837386905529
65,1398854630.1099818,19.5227,119.779,0.8354349999999999,0.0,0.0,215.93497619267902
66,1398854630.210545,19.5227,119.779,0.8354349999999999,0.0,0.0,211.81087605166832
67,1398854630.311022,19.5227,119.779,0.8354349999999999,0.0,0.0,206.92197548882177
68,1398854630.4115427,19.5227,119.779,0.8354349999999999,0.0,0.0,202.89855004773972
69,1398854630.512104,19.5227,119.779,0.8354349999999999,0.0,0.0,200.4172943413904
70,1398854630.6126835,19.5227,119.779,0.8354349999999999,0.0,0.0,199.55382720579968
71,1398854630.7132318,19.5227,119.779,0.8354349999999999,0.0,0.0,199.67113800574805
72,1398854630.8137715,19.5227,119.779,0.8354349999999999,0.0,0.0,200.1095187152625
73,1398854630.9142733,19.5227,119.779,0.8354349999999999,0.0,0.0,200.14500165147027
74,1398854631.0047636,19.5227,119.779,0.8354349999999999,0.0,0.0,199.13134770495847
75,1398854631.1052852,19.5227,119.779,0.8354349999999999,0.0,0.0,196.4904628084469
76,1398854631.2102215,19.5227,119.779,0.8354349999999999,0.0,0.0,192.38005633541795
77,1398854631.3107762,19.5227,119.779,0.8354349999999999,0.0,0.0,187.6199436658955
78,1398854631.4112947,19.5227,119.779,0.8354349999999999,0.0,0.0,183.50953719269802
79,1398854631.5118947,19.5227,119.779,0.8354349999999999,0.0,0.0,180.86865229587787
80,1398854631.6124787,19.5227,119.779,0.8354349999999999,0.0,0.0,179.85499834913844
81,1398854631.7130685,19.5227,119.779,0.8354349999999999,0.0,0.0,179.89048128509216
82,1398854631.81364,19.5227,119.779,0.8354349999999999,0.0,0.0,180.3288619947345
83,1398854631.9142191,19.5227,119.779,0.8354349999999999,0.0,0.0,180.44617279515168
84,1398854632.0047,19.5227,119.779,0.8354349999999999,0.0,0.0,179.58270566007022
85,1398854632.1052368,19.5227,119.779,0.8354349999999999,0.0,0.0,177.10144995312444
86,1398854632.2057555,19.5227,119.779,0.8354349999999999,0.0,0.0,173.07802451045745
87,1398854632.306303,19.5227,119.779,0.8354349999999999,0.0,0.0,168.18912394568397
88,1398854632.4068835,19.5227,119.779,0.8354349999999999,0.0,0.0,164.06502380889265
89,1398854632.5074093,19.5227,119.779,0.8354349999999999,0.0,0.0,161.51626131726394
90,1398854632.607957,19.5227,119.779,0.8354349999999999,0.0,0.0,160.99990734758097
91,1398854632.708528,19.5227,119.779,0.8354349999999999,0.0,0.0,162.72792623285136
92,1398854632.809041,19.5227,119.779,0.8354349999999999,0.0,0.0,167.18568773385812
93,1398854632.909571,19.5227,119.779,0.8354349999999999,0.0,0.0,174.59320549267207
94,1398854633.0000384,19.5227,119.779,0.8354349999999999,0.0,0.0,184.59419091236782
95,1398854633.1006212,19.5227,119.779,0.8354349999999999,0.0,0.0,195.40580908883464
96,1398854633.20117,19.5227,119.779,0.8354349999999999,0.0,0.0,205.40679450853025
97,1398854633.3017597,19.5227,119.779,0.8354349999999999,0.0,0.0,212.81431226734378
98,1398854633.402325,19.5227,119.779,0.8354349999999999,0.0,0.0,217.27207376835008
99,1398854633.5028348,19.5227,119.779,0.8354349999999999,0.0,0.0,219.0000926536202
100,1398854633.6033788,19.5227,119.779,0.8354349999999999,0.0,0.0,218.48373868393713
101,1398854633.7039223,19.5227,119.779,0.8354349999999999,0.0,0.0,215.93497619230877
102,1398854633.8044543,19.5227,119.779,0.8354349999999999,0.0,0.0,211.810876055518
103,1398854633.905021,19.5227,119.779,0.8354349999999999,0.0,0.0,206.92197549074507
104,1398854634.0055594,19.5227,119.779,0.8354349999999999,0.0,0.0,202.89855004807652
105,1398854634.1138847,19.5227,119.779,0.8354349999999999,0.0,0.0,200.41729434112696
106,1398854634.2144668,19.5227,119.779,0.8354349999999999,0.0,0.0,199.55382720604274
107,1398854634.3150244,19.5227,119.779,0.8354349999999999,0.0,0.0,199.67113800645467
108,1398854634.415533,19.5227,119.779,0.8354349999999999,0.0,0.0,200.1095187160994
109,1398854634.5160828,19.5227,119.779,0.8354349999999999,0.0,0.0,200.14500165206343
110,1398854634.6166434,19.5227,119.779,0.8354349999999999,0.0,0.0,199.13134770534162
111,1398854634.7171738,19.5227,119.779,0.8354349999999999,0.0,0.0,196.49046280850087
112,1398854634.8177037,19.5227,119.779,0.8354349999999999,0.0,0.0,192.38005633525222
113,1398854634.9182878,19.5227,119.779,0.8354349999999999,0.0,0.0,187.61994366566265
114,1398854635.0088215,19.5227,119.779,0.8354349999999999,0.0,0.0,183.50953719282484
115,1398854635.1094372,19.5227,119.779,0.8354349999999999,0.0,0.0,180.86865229674595
