,Speed,Sin,Cosin,Acceleration,M0C,M1C,Lat,Lon
0,0.5551789000052214,0.9532670182616009,-0.3021290980601448,0.2225661422077024,-0.17604212027029106,-0.10641881977084391,45.359662965048024,11.02059784515186
1,0.5404314295009722,0.9584628411757273,-0.2852174294908229,-2.2034585172613936,-0.5342355341369054,0.4407459207513242,45.359700407150775,11.02059029698995
2,0.42890872707865846,0.9532255259173428,-0.3022599820346802,0.39774348406398785,0.28026766976745177,-0.3241169198763966,45.35973039491082,11.020576321332005
3,-0.11452209967560201,0.9583205327198699,-0.28569521621389593,-0.19649198302175444,-0.7003280850042075,0.009027764280322741,45.3597657491759,11.020567391906328
4,0.3029020285819295,0.9586308879265713,-0.2846521047052236,-0.4087823647620664,0.39118185441593917,-0.2383213517208252,45.35980231633319,11.020557273019978
5,0.8929761613095318,0.9490719134112776,-0.3150595232235591,-0.7074406820618058,0.4383315172367497,0.024030339603476225,45.35982859960882,11.020544573569614
6,0.7041214557580472,0.9607017128589412,-0.2775828145074841,-0.41314725553785386,-0.35038657871780277,0.09193301194020916,45.359865219394734,11.020536583174339
7,-0.08235181370589717,0.9575888087219372,-0.2881382886922549,-1.0726283945480681,-0.06478407759003149,-0.12871196477080843,45.35990514309748,11.020528784376234
8,0.48577548087027345,0.959122508818313,-0.28299118904670006,-0.5271659416980348,0.077317015212716,-0.13809974109277912,45.35991958377885,11.020513220389319
9,0.572365379393972,0.9474235332237664,-0.3199822630924952,-0.058216245842634795,0.24815214578789022,0.32096210771364275,45.359961708879005,11.020503387124972
10,0.8010970700377058,0.9566992890507791,-0.29107811722926535,-0.4850980316046582,-0.10274205945225545,0.016584024071297134,45.35999990913076,11.020492475043318
11,0.4513256288400079,0.9515678708222085,-0.30743875360612666,-0.10355916544892167,-0.3533308930505357,-0.6998476375625692,45.36003316291478,11.02047863348504
12,0.3893291577716849,0.9456141791149991,-0.3252903691421965,0.1139550626291455,-1.4903060307798575,-0.026812130285841455,45.36007204135509,11.020475735462176
13,0.07225787002816592,0.9567848319207156,-0.29079681120405715,1.5288862499548137,0.5033692876958729,-0.4315136154415491,45.3600980907892,11.020460663158971
14,0.6641876778604441,0.9498564208180914,-0.3126863921417828,0.4807053196912122,-0.5127550910868763,0.27419058909087923,45.360140363279385,11.020448447444963
15,0.43726800172395486,0.9469490772647327,-0.32138364156794186,0.8583230744966505,-0.0039910015045417834,0.8897017343508818,45.36016721898984,11.020443504505876
16,0.7855744467196688,0.9573186396108085,-0.28903463850153127,0.29176654820240944,-0.2854811561098857,-0.0518539264561487,45.36020057294273,11.020427152246276
17,0.1938942001996316,0.9465972280510473,-0.32241849798991623,-0.3433209663403749,0.36157218996884716,1.1653184542121973,45.36023247044267,11.020421588503414
