,Speed,Degrees,Accelleration,M0C,M1C,G_Lat,G_Lon
0,0.3746869256324378,0.8421593621637756,-0.8694326704935545,0.3452184138178972,0.4081299284220305,-1.7808097982816233,0.10623842209585409
1,0.8769011490319281,0.9688574456524731,1.0932597615729451,-0.4197341651662683,0.2916203227625236,-1.7735693692800296,0.10104321013043656
2,1.0356992495145652,0.9805858112554593,1.7102984704959414,0.09052419510068199,-1.1842252724654099,-1.7663289402690976,0.09584799814883084
3,0.7251519641412372,0.9866692351363917,-2.1784031432161064,0.31780776960157353,1.122758858380014,-1.7590885112861803,0.09065278617801724
4,0.6911610330294741,1.036646571518952,1.0258653450310171,0.35598533780199,0.48747189755213816,-1.7518480822752485,0.08545757421259972
5,1.6265613480280632,1.085506179865573,0.018807044606731983,-0.4502651372458309,0.7069510328471703,-1.7446076532643164,0.08026236223099399
6,0.6267283067124289,1.0720207825977612,0.10443178234114883,-0.180167928540155,0.23255021750930455,-1.7373672242720608,0.07506715025478433
7,1.103757662041705,0.9568023010085414,-0.6212193905263603,0.0888627580191739,-0.022565867220124488,-1.7301267952517907,0.06987193828397074
8,0.7268586363827492,1.0573745236179124,0.2637000878427502,-0.059326010495600344,-0.5230798563980921,-1.722886366259535,0.06467672631315716
9,1.5190588309511657,1.0385309494735253,-0.9424410205421139,-0.3097262924694354,-0.3367178083170232,-1.7156459372486033,0.0594815143369475
10,1.0556511673022215,0.9559320092176397,0.019965962717848625,-0.17123033786777067,0.3737240178038037,-1.7084055082563476,0.0542863023661339
11,0.21069525675660372,0.9902760188708403,-0.853845050334538,0.3758433894450556,-0.22743414134076614,-1.7011650792640922,0.04909109038992425
12,0.6149937987030276,1.029243491567112,1.1008072692448532,-0.1110631480337866,-0.9854029824090916,-1.6939246502438219,0.04389587842450672
13,0.40451434104732886,1.0766262981787265,0.37492891504546294,-0.08852063524467167,-0.17305127643005686,-1.6866842212515665,0.03870066645369313
14,0.7349748645420674,0.9737473489821826,-0.5150887945556626,0.8558690092075449,0.6157383297547189,-1.6794437922406344,0.03350545448287954
15,1.1616835077807464,0.8966734099384225,0.3801127174962471,1.5844675778956705,1.176869612597017,-1.6722033632483788,0.028310242506669882
16,2.223291733970591,0.958415328579425,-0.11677306142967432,0.05728529976997808,0.14676590002340942,-1.664962934246785,0.023115030525064157
17,0.25833459540495407,0.9623129125243607,-2.0437974746428145,-0.25734222774252274,-1.4637902040458564,-1.657722505235853,0.01791981855964663
18,1.2989311929383889,1.0413290952843688,2.6957428648842146,0.8550392877367158,0.006808745676793714,-1.6504820762342594,0.012724606588833043
19,1.6907827863796814,1.0788525429856546,-0.10531938819435019,-0.4289626018389362,1.2421100079272827,-1.6432416472326656,0.007529394607227315
20,1.1980719527013923,0.9044136787952176,-1.051167691650059,0.7065835971162964,0.4511746835498339,-1.6360012182217336,0.002334182641809792
21,0.1325183824459917,0.9668975609831301,-0.030412225827913544,0.3275056446186162,0.1466681389310156,-1.6287607892388165,-0.0028610293397959346
22,0.0633927776853037,1.0271338278389561,-0.061855132002590386,0.13228041562507542,0.17899342093443435,-1.6215203602278845,-0.008056241305213457
23,1.2541656880805403,1.0548584270761479,-0.4040807664026792,1.1116053560009027,1.15583198305771,-1.6142799312262908,-0.013251453276027048
24,0.7409714536979023,1.010962920481239,-1.2289706528534126,-0.800635149192244,-0.41603263019821557,-1.607039502224697,-0.01844666524684064
25,0.4244784067402939,0.9589896849599239,0.298867267656371,1.071510599164611,1.083791728524582,-1.5997990732044267,-0.0236418772230503
26,0.7731123893037223,1.0412787371162835,-0.922346229732048,0.21065318562310273,0.5171218279900395,-1.592558644202833,-0.02883708919386389
27,1.1043538933779522,1.0110407199623812,1.1134808675561698,-0.6324302003870542,-0.3514571682258567,-1.5853182152199157,-0.034032301170073546
28,0.7312973421082809,0.934041979558274,-0.3621345710620412,-0.6817027981231493,0.4175510917860723,-1.5780777862089836,-0.03922751314088714
29,0.9862042736058174,1.0547027651457552,-0.8084464861438966,0.030001529595765047,0.7820730266554526,-1.57083735720739,-0.04442272510630466
30,0.7211098295208787,0.9968343823757118,-1.9817379286418373,0.7530248386233857,-2.112939241511783,-1.5635969282057962,-0.04961793708791039
31,1.7757102044915074,1.0399092488732513,-0.13297308429904395,-0.5605625458433083,-0.5155436875967174,-1.5563564991948642,-0.05481314905332791
