seconds,x,y,z
1398699657.930097247, 18.5773, 118.818, -0.0406593
1398699658.000468301, 18.5773, 118.818, -0.0406593
1398699658.100955617, 18.5773, 118.818, -0.0406593
1398699658.201506302, 18.5773, 118.818, -0.0406593
1398699658.301990987, 18.5773, 118.818, -0.0406593
1398699658.402559719, 18.5773, 118.818, -0.0406593
1398699658.503100319, 18.5773, 118.818, -0.0406593
1398699658.603689031, 18.5773, 118.818, -0.0406593
1398699658.704247656, 18.5773, 118.818, -0.0406593
1398699658.804812900, 18.5773, 118.818, -0.0406593
1398699658.905377896, 18.5773, 118.818, -0.0406593
1398699659.005955348, 18.5773, 118.818, -0.0406593
1398699659.106528339, 18.5773, 118.818, -0.0406593
1398699659.207075391, 18.5773, 118.818, -0.0406593
1398699659.307555750, 18.5773, 118.818, -0.0406593
1398699659.408134996, 18.5773, 118.818, -0.0406593
1398699659.508685203, 18.5773, 118.818, -0.0406593
1398699659.609222200, 18.5773, 118.818, -0.0406593
1398699659.709801172, 18.5773, 118.818, -0.0406593
1398699659.812015062, 18.5773, 118.818, -0.0406593
1398699659.912559513, 18.5773, 118.818, -0.0406593
1398699660.003114400, 18.5773, 118.818, -0.0406593
1398699660.103715461, 18.5773, 118.818, -0.0406593
1398699660.204317896, 18.5773, 118.818, -0.0406593
1398699660.304898012, 18.5773, 118.818, -0.0406593
1398699660.405422415, 18.5773, 118.818, -0.0406593
1398699660.505910269, 18.5773, 118.818, -0.0406593
1398699660.606425483, 18.5773, 118.818, -0.0406593
1398699660.707002609, 18.5773, 118.818, -0.0406593
1398699660.807521361, 18.5773, 118.818, -0.0406593
1398699660.908113097, 18.5773, 118.818, -0.0406593
1398699661.008612733, 18.5773, 118.818, -0.0406593
1398699661.109195326, 18.5773, 118.818, -0.0406593
1398699661.209766929, 18.5773, 118.818, -0.0406593
1398699661.310328131, 18.5773, 118.818, -0.0406593
1398699661.410893165, 18.5773, 118.818, -0.0406593
1398699661.511451876, 18.5773, 118.818, -0.0406593
1398699661.612021978, 18.5773, 118.818, -0.0406593
1398699661.712570950, 18.5773, 118.818, -0.0406593
1398699661.813149767, 18.5773, 118.818, -0.0406593
1398699661.913744836, 18.5773, 118.818, -0.0406593
1398699662.004271279, 18.5773, 118.818, -0.0406593
1398699662.104790196, 18.5773, 118.818, -0.0406593
1398699662.205310272, 18.5773, 118.818, -0.0406593
1398699662.305855829, 18.5773, 118.818, -0.0406593
1398699662.406453775, 18.5773, 118.818, -0.0406593
1398699662.507039952, 18.5773, 118.818, -0.0406593
1398699662.607602431, 18.5773, 118.818, -0.0406593
1398699662.713250386, 18.5773, 118.818, -0.0406593
1398699662.813799632, 18.5773, 118.818, -0.0406593
1398699662.914364558, 18.5773, 118.818, -0.0406593
1398699663.004875495, 18.5773, 118.818, -0.0406593
1398699663.105445892, 18.5773, 118.818, -0.0406593
1398699663.206001549, 18.5773, 118.818, -0.0406593
1398699663.306581188, 18.5773, 118.818, -0.0406593
1398699663.407142832, 18.5773, 118.818, -0.0406593
1398699663.507697197, 18.5773, 118.818, -0.0406593
1398699663.608257868, 18.5773, 118.818, -0.0406593
1398699663.708850027, 18.5773, 118.818, -0.0406593
1398699663.809445438, 18.5773, 118.818, -0.0406593
1398699663.910024060, 18.5773, 118.818, -0.0406593
1398699664.000530907, 18.5773, 118.818, -0.0406593
1398699664.101102906, 18.5773, 118.818, -0.0406593
1398699664.201680842, 18.5773, 118.818, -0.0406593
1398699664.302292698, 18.5773, 118.818, -0.0406593
1398699664.402848091, 18.5773, 118.818, -0.0406593
1398699664.503361688, 18.5773, 118.818, -0.0406593
1398699664.603917738, 18.5773, 118.818, -0.0406593
1398699664.704568427, 18.5773, 118.818, -0.0406593
1398699664.805121087, 18.5773, 118.818, -0.0406593
1398699664.905715265, 18.5773, 118.818, -0.0406593
1398699665.006197182, 18.5773, 118.818, -0.0406593
1398699665.106780510, 18.5773, 118.818, -0.0406593
1398699665.207244311, 18.5773, 118.818, -0.0406593
1398699665.307771168, 18.5773, 118.818, -0.0406593
1398699665.408303769, 18.5773, 118.818, -0.0406593
1398699665.508855424, 18.5773, 118.818, -0.0406593
1398699665.609584871, 18.5773, 118.818, -0.0406593
1398699665.710183770, 18.5773, 118.818, -0.0406593
1398699665.810716934, 18.5773, 118.818, -0.0406593
1398699665.911284566, 18.5773, 118.818, -0.0406593
1398699666.001844219, 18.5773, 118.818, -0.0406593
1398699666.102411419, 18.5773, 118.818, -0.0406593
1398699666.203033865, 18.5773, 118.818, -0.0406593
1398699666.303623687, 18.5773, 118.818, -0.0406593
1398699666.404228930, 18.5773, 118.818, -0.0406593
1398699666.504762040, 18.5773, 118.818, -0.0406593
1398699666.605308792, 18.5773, 118.818, -0.0406593
1398699666.705827987, 18.5773, 118.818, -0.0406593
1398699666.806367894, 18.5773, 118.818, -0.0406593
1398699666.906986410, 18.5773, 118.818, -0.0406593
1398699667.007517667, 18.5773, 118.818, -0.0406593
1398699667.108040152, 18.5773, 118.818, -0.0406593
1398699667.208620528, 18.5773, 118.818, -0.0406593
1398699667.309194217, 18.5773, 118.818, -0.0406593
1398699667.409768554, 18.5773, 118.818, -0.0406593
1398699667.510242249, 18.5793, 118.818, -0.0406593
1398699667.610781075, 18.5853, 118.818, -0.0406593
1398699667.711368317, 18.5943, 118.818, -0.0406593
1398699667.811927064, 18.6063, 118.817, -0.0406593
1398699667.912519324, 18.6203, 118.817, -0.0406593
1398699668.003027145, 18.6383, 118.816, -0.0406593
1398699668.103606001, 18.6592, 118.815, -0.0406593
1398699668.204182084, 18.6832, 118.814, -0.0406593
1398699668.304742282, 18.7092, 118.813, -0.0406593
1398699668.405313115, 18.7392, 118.812, -0.0406593
1398699668.515326640, 18.7692, 118.811, -0.0406593
1398699668.615912934, 18.7991, 118.809, -0.0406593
1398699668.716450909, 18.8291, 118.808, -0.0406593
1398699668.817022271, 18.8591, 118.807, -0.0406593
1398699668.917594869, 18.8891, 118.806, -0.0406593
1398699669.008110239, 18.919, 118.805, -0.0406593
1398699669.109602676, 18.949, 118.803, -0.0406593
1398699669.210206385, 18.979, 118.802, -0.0406593
1398699669.310734011, 19.009, 118.801, -0.023206
1398699669.411302547, 19.0327, 118.796, -0.00627049
1398699669.511879017, 19.0273, 118.775, 0.00826325
1398699669.612428848, 19.0563, 118.775, 0.0257165
1398699669.712989759, 19.0874, 118.777, 0.0257165
1398699669.813564661, 19.1175, 118.777, 0.0257165
1398699669.914111962, 19.1466, 118.778, 0.0257165
1398699670.004605747, 19.1766, 118.779, 0.0257165
1398699670.105164627, 19.1914, 118.763, 0.0231905
1398699670.205712642, 19.2117, 118.753, 0.0215619
1398699670.306299588, 19.2418, 118.755, 0.0215619
1398699670.406874619, 19.2708, 118.756, 0.0215619
1398699670.507450569, 19.3009, 118.756, 0.0215619
1398699670.608022601, 19.331, 118.757, 0.0215619
1398699670.708592783, 19.361, 118.757, 0.0215619
1398699670.809204546, 19.3735, 118.749, 0.0171153
1398699670.909813149, 19.3922, 118.741, 0.0137356
1398699671.000302186, 19.4283, 118.742, 0.0311889
1398699671.100785212, 19.4675, 118.744, 0.0660954
1398699671.201329013, 19.5087, 118.747, 0.101002
1398699671.301890634, 19.5531, 118.752, 0.118455
1398699671.403092244, 19.6005, 118.758, 0.153362
1398699671.503680365, 19.6364, 118.748, 0.180634
1398699671.604173002, 19.6851, 118.758, 0.198087
1398699671.704639838, 19.7339, 118.768, 0.232994
1398699671.805215614, 19.7827, 118.78, 0.2679
1398699671.905742195, 19.8307, 118.793, 0.2679
1398699672.006282939, 19.8787, 118.807, 0.2679
1398699672.106821605, 19.9239, 118.812, 0.281333
1398699672.207384613, 19.9694, 118.818, 0.277267
1398699672.307962057, 20.0175, 118.832, 0.277267
1398699672.408479594, 20.0655, 118.844, 0.277267
1398699672.509139381, 20.1136, 118.858, 0.277267
1398699672.609716670, 20.1468, 118.852, 0.268085
1398699672.710321342, 20.195, 118.864, 0.268085
1398699672.810832697, 20.2442, 118.877, 0.268085
1398699672.911360474, 20.2914, 118.891, 0.268085
1398699673.001938154, 20.2658, 118.878, 0.257047
1398699673.102523837, 20.3142, 118.891, 0.257047
1398699673.203074180, 20.3635, 118.903, 0.257047
1398699673.303600022, 20.4119, 118.916, 0.257047
1398699673.404195026, 20.4602, 118.927, 0.257047
1398699673.504693565, 20.4646, 118.92, 0.246925
1398699673.605255982, 20.5131, 118.932, 0.246925
1398699673.705841817, 20.5625, 118.943, 0.246925
1398699673.806449247, 20.6109, 118.955, 0.246925
1398699673.907011258, 20.6583, 118.954, 0.244092
1398699674.007563391, 20.7068, 118.966, 0.244092
1398699674.108148352, 20.7553, 118.977, 0.244092
1398699674.208677245, 20.8038, 118.989, 0.244092
1398699674.317557037, 20.8289, 118.988, 0.242703
1398699674.418100555, 20.8693, 118.996, 0.242221
1398699674.518678188, 20.9178, 119.006, 0.242221
1398699674.619241633, 20.9663, 119.018, 0.242221
1398699674.719826822, 21.0149, 119.03, 0.242221
1398699674.820403422, 21.025, 119.019, 0.238746
1398699674.920961127, 21.0734, 119.03, 0.238746
1398699675.001407937, 21.1219, 119.041, 0.221292
1398699675.101984286, 21.1704, 119.052, 0.186386
1398699675.202557893, 21.19, 119.036, 0.145345
1398699675.303119208, 21.2401, 119.044, 0.145345
1398699675.403636899, 21.2892, 119.05, 0.145345
1398699675.504155738, 21.3384, 119.057, 0.145345
1398699675.604769736, 21.3912, 119.059, 0.143864
1398699675.705273012, 21.4502, 119.055, 0.140374
1398699675.805863284, 21.4993, 119.061, 0.140374
1398699675.906402043, 21.5485, 119.068, 0.140374
