seconds,x,y,z
1398926495.254487469, 19.0446, 118.957, -0.0405653
1398926495.355032461, 19.0446, 118.957, -0.0405653
1398926495.455605598, 19.0446, 118.957, -0.0405653
1398926495.556123584, 19.0446, 118.957, -0.0405653
1398926495.656707822, 19.0446, 118.957, -0.0405653
1398926495.757288424, 19.0446, 118.957, -0.0405653
1398926495.857862901, 19.0446, 118.957, -0.0405653
1398926495.958369835, 19.0446, 118.957, -0.0405653
1398926496.008643528, 19.0446, 118.957, -0.0405653
1398926496.109194082, 19.0446, 118.957, -0.0405653
1398926496.209744252, 19.0446, 118.957, -0.0405653
1398926496.310299594, 19.0446, 118.957, -0.0405653
1398926496.410848168, 19.0446, 118.957, -0.0405653
1398926496.511393987, 19.0446, 118.957, -0.0405653
1398926496.611938838, 19.0446, 118.957, -0.0405653
1398926496.712484229, 19.0446, 118.957, -0.0405653
1398926496.813019736, 19.0446, 118.957, -0.0405653
1398926496.913589492, 19.0446, 118.957, -0.0405653
1398926497.009960081, 19.0446, 118.957, -0.0405653
1398926497.110474724, 19.0446, 118.957, -0.0405653
1398926497.211023438, 19.0446, 118.957, -0.0405653
1398926497.311565296, 19.0446, 118.957, -0.0405653
1398926497.412079704, 19.0446, 118.957, -0.0405653
1398926497.512668231, 19.0446, 118.957, -0.0405653
1398926497.613263154, 19.0446, 118.957, -0.0405653
1398926497.713826237, 19.0446, 118.957, -0.0405653
1398926497.814401117, 19.0446, 118.957, -0.0405653
1398926497.914971774, 19.0446, 118.957, -0.0405653
1398926498.005464508, 19.0446, 118.957, -0.0405653
1398926498.106003572, 19.0446, 118.957, -0.0405653
1398926498.206553587, 19.0446, 118.957, -0.0405653
1398926498.307126388, 19.0446, 118.957, -0.0405653
1398926498.407714483, 19.0446, 118.957, -0.0405653
1398926498.508186697, 19.0446, 118.957, -0.0405653
1398926498.608761068, 19.0446, 118.957, -0.0405653
1398926498.709306049, 19.0446, 118.957, -0.0405653
1398926498.809900930, 19.0446, 118.957, -0.0405653
1398926498.910420597, 19.0446, 118.957, -0.0405653
1398926499.000899618, 19.0446, 118.957, -0.0405653
1398926499.101442300, 19.0446, 118.957, -0.0405653
1398926499.202009155, 19.0446, 118.957, -0.0405653
1398926499.302579781, 19.0446, 118.957, -0.0405653
1398926499.403145874, 19.0446, 118.957, -0.0405653
1398926499.503630523, 19.0446, 118.957, -0.0405653
1398926499.604221048, 19.0446, 118.957, -0.0405653
1398926499.704765353, 19.0446, 118.957, -0.0405653
1398926499.805316553, 19.0446, 118.957, -0.0405653
1398926499.908698194, 19.0446, 118.957, -0.0405653
1398926500.009266478, 19.0446, 118.957, -0.0405653
1398926500.109800572, 19.0446, 118.957, -0.0405653
1398926500.210388990, 19.0446, 118.957, -0.0405653
1398926500.310872137, 19.0446, 118.957, -0.0405653
1398926500.411410854, 19.0446, 118.957, -0.0405653
1398926500.511963156, 19.0446, 118.957, -0.0405653
1398926500.612516006, 19.0446, 118.957, -0.0405653
1398926500.713064359, 19.0446, 118.957, -0.0405653
1398926500.813583566, 19.0446, 118.957, -0.0405653
1398926500.914110590, 19.0446, 118.957, -0.0405653
1398926501.004590300, 19.0446, 118.957, -0.0405653
1398926501.105109922, 19.0446, 118.957, -0.0405653
1398926501.205656452, 19.0446, 118.957, -0.0405653
1398926501.306199500, 19.0446, 118.957, -0.0405653
1398926501.406760471, 19.0466, 118.957, -0.0405653
1398926501.507302673, 19.0526, 118.957, -0.0405653
1398926501.607896644, 19.0616, 118.956, -0.0405653
1398926501.708438644, 19.0736, 118.956, -0.0405653
1398926501.808947982, 19.0875, 118.955, -0.0405653
1398926501.909540611, 19.1055, 118.955, -0.0405653
1398926502.000015919, 19.1265, 118.954, -0.0405653
1398926502.100533768, 19.1505, 118.953, -0.0405653
1398926502.201106292, 19.1775, 118.952, -0.0405653
