seconds,x,y,z
1398764186.592114851, 18.6104, 118.517, 0.0486419
1398764186.692615139, 18.6104, 118.517, 0.0486419
1398764186.793143805, 18.6104, 118.517, 0.0486419
1398764186.893752943, 18.6104, 118.517, 0.0486419
1398764186.994300619, 18.6104, 118.517, 0.0486419
1398764187.004357953, 18.6104, 118.517, 0.0486419
1398764187.104925526, 18.6104, 118.517, 0.0486419
1398764187.205464671, 18.6104, 118.517, 0.0486419
1398764187.305964717, 18.6104, 118.517, 0.0486419
1398764187.406447323, 18.6104, 118.517, 0.0486419
1398764187.507012991, 18.6104, 118.517, 0.0486419
1398764187.607610299, 18.6104, 118.517, 0.0486419
1398764187.708173646, 18.6104, 118.517, 0.0486419
1398764187.808710863, 18.6104, 118.517, 0.0486419
1398764187.909275710, 18.6104, 118.517, 0.0486419
1398764188.009855373, 18.6104, 118.517, 0.0486419
1398764188.110431391, 18.6104, 118.517, 0.0486419
1398764188.219388353, 18.6104, 118.517, 0.0486419
1398764188.319920588, 18.6104, 118.517, 0.0486419
1398764188.420496709, 18.6104, 118.517, 0.0486419
1398764188.521067352, 18.6104, 118.517, 0.0486419
1398764188.621656107, 18.6104, 118.517, 0.0486419
1398764188.722232368, 18.6104, 118.517, 0.0486419
1398764188.822804415, 18.6104, 118.517, 0.0486419
1398764188.923364407, 18.6104, 118.517, 0.0486419
1398764189.003775329, 18.6104, 118.517, 0.0486419
1398764189.104309269, 18.6104, 118.517, 0.0486419
1398764189.204830288, 18.6104, 118.517, 0.0486419
1398764189.305369417, 18.6104, 118.517, 0.0486419
1398764189.405951583, 18.6104, 118.517, 0.0486419
1398764189.506467200, 18.6104, 118.517, 0.0486419
1398764189.607020299, 18.6104, 118.517, 0.0486419
1398764189.707573583, 18.6104, 118.517, 0.0486419
1398764189.808180552, 18.6104, 118.517, 0.0486419
1398764189.908707787, 18.6104, 118.517, 0.0486419
1398764190.009268278, 18.6104, 118.517, 0.0486419
1398764190.109709857, 18.6104, 118.517, 0.0486419
1398764190.210256845, 18.6104, 118.517, 0.0486419
1398764190.310829727, 18.6104, 118.517, 0.0486419
1398764190.411404846, 18.6104, 118.517, 0.0486419
1398764190.511993903, 18.6104, 118.517, 0.0486419
1398764190.612581160, 18.6104, 118.517, 0.0486419
1398764190.713216009, 18.6104, 118.517, 0.0486419
1398764190.813747404, 18.6104, 118.517, 0.0486419
1398764190.914263419, 18.6104, 118.517, 0.0486419
1398764191.004756196, 18.6104, 118.517, 0.0486419
1398764191.111149616, 18.6104, 118.517, 0.0486419
1398764191.211707132, 18.6104, 118.517, 0.0486419
1398764191.312234393, 18.6104, 118.517, 0.0486419
1398764191.412772093, 18.6104, 118.517, 0.0486419
1398764191.513371551, 18.6104, 118.517, 0.0486419
1398764191.614065473, 18.6104, 118.517, 0.0486419
1398764191.714541617, 18.6104, 118.517, 0.0486419
1398764191.815124684, 18.6104, 118.517, 0.0486419
1398764191.915730926, 18.6104, 118.517, 0.0486419
1398764192.006232854, 18.6104, 118.517, 0.0486419
1398764192.106781595, 18.6104, 118.517, 0.0486419
1398764192.207421042, 18.6104, 118.517, 0.0486419
1398764192.308037045, 18.6104, 118.517, 0.0486419
1398764192.408628312, 18.6104, 118.517, 0.0486419
1398764192.509148465, 18.6104, 118.517, 0.0486419
1398764192.609688815, 18.6104, 118.517, 0.0486419
1398764192.710241902, 18.6104, 118.517, 0.0486419
1398764192.810805430, 18.6104, 118.517, 0.0486419
1398764192.911362346, 18.6104, 118.517, 0.0486419
1398764193.001873581, 18.6104, 118.517, 0.0486419
1398764193.102426721, 18.6104, 118.517, 0.0486419
1398764193.203033335, 18.6104, 118.517, 0.0486419
1398764193.303597789, 18.6104, 118.517, 0.0486419
1398764193.404185311, 18.6104, 118.517, 0.0486419
1398764193.504758949, 18.6104, 118.517, 0.0486419
1398764193.605238562, 18.6104, 118.517, 0.0486419
1398764193.705775618, 18.6104, 118.517, 0.0486419
1398764193.806373247, 18.6104, 118.517, 0.0486419
1398764193.906927354, 18.6104, 118.517, 0.0486419
1398764194.005120223, 18.6104, 118.517, 0.0486419
1398764194.105635187, 18.6104, 118.517, 0.0486419
1398764194.206175998, 18.6104, 118.517, 0.0486419
1398764194.306738503, 18.6104, 118.517, 0.0486419
1398764194.407282370, 18.6104, 118.517, 0.0486419
1398764194.507837758, 18.6104, 118.517, 0.0486419
1398764194.608367334, 18.6104, 118.517, 0.0486419
1398764194.708960669, 18.6124, 118.517, 0.0486419
1398764194.809481091, 18.6184, 118.517, 0.0486419
1398764194.910021360, 18.6273, 118.517, 0.0486419
1398764195.000510638, 18.6273, 118.517, 0.0486419
1398764195.101007634, 18.6393, 118.518, 0.0486419
1398764195.201599502, 18.6533, 118.519, 0.0486419
1398764195.302151037, 18.6713, 118.52, 0.0486419
1398764195.402663369, 18.6923, 118.521, 0.0486419
1398764195.503210511, 18.7162, 118.522, 0.0486419
1398764195.603733245, 18.7722, 118.525, 0.0486419
1398764195.704294371, 18.8021, 118.526, 0.0486419
1398764195.804863022, 18.8321, 118.527, 0.0486419
1398764195.905440134, 18.8621, 118.529, 0.0486419
1398764196.006014480, 18.892, 118.53, 0.0486419
1398764196.106570357, 18.922, 118.532, 0.0486419
1398764196.207166072, 18.952, 118.533, 0.0486419
1398764196.307697858, 18.9819, 118.535, 0.0486419
1398764196.408277622, 19.0119, 118.536, 0.0486419
1398764196.508862658, 19.0419, 118.538, 0.0486419
1398764196.609413782, 19.0718, 118.539, 0.0486419
1398764196.709935848, 19.1018, 118.561, 0.0481371
1398764196.810473971, 19.1318, 118.562, 0.0481371
1398764196.919998172, 19.1618, 118.563, 0.0481371
1398764197.000438807, 19.1618, 118.563, 0.0481371
1398764197.100989604, 19.1917, 118.565, 0.0481371
1398764197.201548239, 19.2217, 118.566, 0.0481371
1398764197.302080148, 19.2517, 118.568, 0.0481371
1398764197.402670868, 19.2792, 118.587, 0.0496158
1398764197.503235902, 19.3089, 118.59, 0.0497434
1398764197.603858699, 19.3389, 118.592, 0.0497434
1398764197.704504489, 19.4018, 118.595, 0.0497434
1398764197.805076834, 19.4368, 118.597, 0.0497434
1398764197.905700262, 19.4757, 118.599, 0.0497434
1398764198.006287723, 19.5344, 118.619, 0.0508727
1398764198.106852631, 19.5783, 118.621, 0.0508727
1398764198.207412795, 19.6263, 118.623, 0.0508727
1398764198.308042291, 19.6762, 118.625, 0.0508727
1398764198.408576118, 19.7262, 118.628, 0.0508727
1398764198.509168100, 19.7761, 118.63, 0.0508727
1398764198.609732109, 19.825, 118.633, 0.0508727
1398764198.710282630, 19.8625, 118.647, 0.0499608
1398764198.810905797, 19.9134, 118.649, 0.0499608
1398764198.911454384, 19.9633, 118.652, 0.0499608
1398764199.001952791, 19.9633, 118.652, 0.0499608
1398764199.102486166, 20.0123, 118.654, 0.0499608
1398764199.203010783, 20.0622, 118.657, 0.0499608
1398764199.303547819, 20.0779, 118.666, 0.0470731
1398764199.404110650, 20.1268, 118.668, 0.0470731
1398764199.504655688, 20.1768, 118.67, 0.0470731
1398764199.605208097, 20.2267, 118.673, 0.0470731
1398764199.705852617, 20.3312, 118.676, 0.0407617
1398764199.812739286, 20.3312, 118.676, 0.0407617
1398764199.913312280, 20.4311, 118.68, 0.0407617
1398764200.003828157, 20.4311, 118.68, 0.0407617
1398764200.104358244, 20.4752, 118.683, 0.040373
1398764200.204902791, 20.4866, 118.686, 0.0377919
1398764200.305483255, 20.5865, 118.69, 0.0377919
1398764200.406029069, 20.6365, 118.692, 0.0377919
1398764200.506531747, 20.675, 118.696, 0.033426
1398764200.607050324, 20.7249, 118.697, 0.033426
1398764200.707569134, 20.7749, 118.699, 0.033426
1398764200.808197516, 20.8249, 118.701, 0.033426
1398764200.908787489, 20.8313, 118.698, 0.0285399
1398764201.009370201, 20.8812, 118.699, 0.0285399
1398764201.109908471, 20.9312, 118.701, 0.0285399
1398764201.210473171, 20.9802, 118.702, 0.0285399
1398764201.311020156, 21.0252, 118.702, 0.0278806
1398764201.411583544, 21.0586, 118.699, 0.0256957
1398764201.512152945, 21.1086, 118.7, 0.0256957
1398764201.612709220, 21.1596, 118.702, 0.0256957
1398764201.713183546, 21.2086, 118.703, 0.0256957
1398764201.813747024, 21.2245, 118.698, 0.020478
1398764201.914339332, 21.2745, 118.699, 0.020478
1398764202.004870650, 21.2745, 118.699, 0.020478
1398764202.105438862, 21.3245, 118.7, 0.020478
1398764202.206025606, 21.39, 118.702, 0.0194036
1398764202.306587943, 21.4315, 118.703, 0.019139
1398764202.407109542, 21.4815, 118.704, 0.019139
1398764202.507615855, 21.5315, 118.705, 0.019139
1398764202.608086453, 21.5815, 118.706, 0.0365923
1398764202.717538507, 21.6235, 118.704, 0.0508619
1398764202.818066322, 21.6734, 118.708, 0.0857685
1398764202.918612647, 21.7233, 118.712, 0.120675
1398764203.009139326, 21.7722, 118.719, 0.155582
1398764203.109674148, 21.8001, 118.725, 0.170047
1398764203.210290477, 21.85, 118.735, 0.204953
1398764203.310922624, 21.8989, 118.745, 0.23986
1398764203.411478827, 21.9467, 118.758, 0.257313
1398764203.511978418, 21.9881, 118.772, 0.292265
1398764203.612529981, 22.0344, 118.787, 0.309729
1398764203.713121435, 22.0822, 118.801, 0.309729
1398764203.813725365, 22.13, 118.817, 0.309729
1398764203.914280222, 22.1768, 118.832, 0.309729
1398764204.004766534, 22.1768, 118.832, 0.309729
1398764204.105363922, 22.2337, 118.842, 0.304245
1398764204.205937933, 22.2816, 118.857, 0.304245
1398764204.306487327, 22.3294, 118.871, 0.304245
1398764204.407054741, 22.4086, 118.895, 0.298361
1398764204.507620892, 22.4556, 118.91, 0.298361
1398764204.608164168, 22.5036, 118.924, 0.298361
1398764204.708713320, 22.5505, 118.938, 0.298361
1398764204.809203993, 22.5685, 118.944, 0.295622
1398764204.909777689, 22.586, 118.95, 0.292919
1398764205.000290956, 22.586, 118.95, 0.292919
1398764205.100859829, 22.6331, 118.964, 0.292919
1398764205.201538678, 22.6801, 118.978, 0.292919
1398764205.302122446, 22.7283, 118.992, 0.292802
1398764205.402595596, 22.7521, 118.994, 0.289908
1398764205.503151471, 22.8002, 119.008, 0.289908
1398764205.609072469, 22.8954, 119.037, 0.289908
1398764205.709649910, 22.9198, 119.039, 0.284829
1398764205.810214572, 22.968, 119.054, 0.284829
1398764205.910781658, 23.0161, 119.067, 0.284829
1398764206.001210597, 23.0161, 119.067, 0.284829
1398764206.101795043, 23.0633, 119.082, 0.284829
1398764206.202346838, 23.1019, 119.089, 0.283074
1398764206.302959589, 23.1361, 119.094, 0.280496
1398764206.403501086, 23.1843, 119.107, 0.280496
1398764206.504021172, 23.2315, 119.121, 0.280496
1398764206.604572295, 23.2798, 119.135, 0.280496
1398764206.705163349, 23.3119, 119.136, 0.276857
1398764206.805687433, 23.3602, 119.149, 0.276857
1398764206.906250138, 23.4085, 119.163, 0.276857
1398764207.006842410, 23.4557, 119.177, 0.276857
1398764207.107354515, 23.4892, 119.177, 0.273898
1398764207.207942783, 23.5375, 119.191, 0.273898
1398764207.308513656, 23.6331, 119.217, 0.273898
1398764207.409016551, 23.6766, 119.228, 0.273715
1398764207.509522637, 23.707, 119.232, 0.273028
1398764207.610136851, 23.7553, 119.245, 0.273028
1398764207.710706200, 23.8037, 119.259, 0.273028
1398764207.811282222, 23.8037, 119.259, 0.273028
1398764207.911851360, 23.8729, 119.275, 0.272062
1398764208.002381776, 23.8729, 119.275, 0.272062
1398764208.102942487, 23.9212, 119.287, 0.272062
1398764208.203508178, 23.9696, 119.301, 0.272062
1398764208.304078339, 24.0169, 119.314, 0.272062
1398764208.404637573, 24.045, 119.317, 0.271092
1398764208.511751458, 24.1361, 119.338, 0.218464
1398764208.612269214, 24.1844, 119.349, 0.201011
1398764208.712816064, 24.2347, 119.357, 0.166104
1398764208.813350083, 24.2791, 119.356, 0.129153
1398764208.913930903, 24.3283, 119.362, 0.129153
1398764209.004443594, 24.3283, 119.362, 0.129153
1398764209.104972094, 24.3775, 119.368, 0.129153
1398764209.205473496, 24.4276, 119.374, 0.1117
1398764209.306028719, 24.4688, 119.37, 0.108945
1398764209.406523204, 24.519, 119.374, 0.0740389
1398764209.507059762, 24.5681, 119.377, 0.0391323
1398764209.607598773, 24.6181, 119.378, 0.021679
1398764209.708148498, 24.6632, 119.377, -0.0125882
1398764209.808753940, 24.7048, 119.374, -0.0289791
1398764209.909307305, 24.8047, 119.371, -0.0289791
1398764210.009828984, 24.8547, 119.369, -0.0289791
1398764210.110362093, 24.9091, 119.377, -0.0219726
1398764210.210911135, 24.9591, 119.376, -0.0219726
1398764210.311450803, 25.0091, 119.376, -0.0219726
1398764210.412069696, 25.0091, 119.376, -0.0219726
1398764210.512616718, 25.0867, 119.38, -0.0167297
1398764210.613196478, 25.1355, 119.38, -0.0164318
1398764210.713832575, 25.1865, 119.379, -0.0164318
1398764210.814336847, 25.2364, 119.378, -0.0164318
1398764210.914897864, 25.2827, 119.382, -0.0141863
1398764211.005325807, 25.2827, 119.382, -0.0141863
1398764211.105840546, 25.3297, 119.386, -0.0117628
1398764211.206399252, 25.3807, 119.385, -0.0117628
1398764211.306939042, 25.4307, 119.385, -0.0117628
1398764211.408004848, 25.4795, 119.384, -0.0116604
1398764211.508527300, 25.5216, 119.392, -0.00651431
1398764211.609039804, 25.5716, 119.392, -0.00651431
1398764211.709574446, 25.6216, 119.391, -0.00651431
1398764211.810074496, 25.6961, 119.396, -0.00336576
1398764211.910579932, 25.7461, 119.396, -0.00336576
1398764212.001005262, 25.7461, 119.396, -0.00336576
1398764212.101572367, 25.7961, 119.396, -0.00336576
1398764212.202118728, 25.8461, 119.396, -0.00336576
1398764212.302606676, 25.8953, 119.404, -0.0156856
1398764212.403075733, 25.9453, 119.403, -0.0505922
1398764212.503673212, 25.9953, 119.4, -0.0680455
1398764212.604185181, 26.0443, 119.395, -0.102952
1398764212.704752320, 26.0802, 119.39, -0.136574
1398764212.805310189, 26.1213, 119.383, -0.153218
1398764212.905798305, 26.1703, 119.375, -0.188124
1398764213.006318566, 26.2183, 119.365, -0.223031
1398764213.106830054, 26.2674, 119.353, -0.240484
1398764213.207368912, 26.2911, 119.345, -0.269807
1398764213.307963280, 26.3393, 119.331, -0.304713
1398764213.408541293, 26.3864, 119.315, -0.33962
1398764213.509114523, 26.4326, 119.299, -0.357073
1398764213.609647192, 26.4642, 119.284, -0.387777
1398764213.710165999, 26.5095, 119.264, -0.422683
1398764213.810647419, 26.5991, 119.221, -0.475043
1398764213.911079815, 26.6407, 119.198, -0.508729
1398764214.001626502, 26.6407, 119.198, -0.508729
1398764214.102181381, 26.674, 119.179, -0.521698
1398764214.202740814, 26.7165, 119.153, -0.556605
1398764214.311919222, 26.7996, 119.097, -0.626418
1398764214.412530570, 26.8022, 119.076, -0.641355
1398764214.513090924, 26.8388, 119.047, -0.676261
1398764214.613653318, 26.8724, 119.019, -0.693715
1398764214.714184850, 26.904, 118.993, -0.711168
1398764214.814757755, 26.8991, 118.976, -0.727281
1398764214.915322143, 26.9155, 118.955, -0.744367
