,seconds,x,y,z,speed,acceleration,degrees
0,1398764187.592115,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.8469180796501
1,1398764187.6926153,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.87663137351936
2,1398764187.7931437,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.07915934070115
3,1398764187.8937528,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.09737357039015
4,1398764187.9943006,19.6104,119.51700000000001,1.0486419,0.0,0.0,178.2793778630892
5,1398764188.004358,19.6104,119.51700000000001,1.0486419,0.0,0.0,177.74621463846447
6,1398764188.1049259,19.6104,119.51700000000001,1.0486419,0.0,0.0,177.59234266903886
7,1398764188.2054646,19.6104,119.51700000000001,1.0486419,0.0,0.0,177.79177594254026
8,1398764188.3059647,19.6104,119.51700000000001,1.0486419,0.0,0.0,178.42824373567757
9,1398764188.406447,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.14784887920453
10,1398764188.5070128,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.93971008079254
11,1398764188.6076105,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.34224477597755
12,1398764188.7081735,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.83761813925562
13,1398764188.8087108,19.6104,119.51700000000001,1.0486419,0.0,0.0,177.64020241080922
14,1398764188.9092758,19.6104,119.51700000000001,1.0486419,0.0,0.0,173.67883642495596
15,1398764189.0098553,19.6104,119.51700000000001,1.0486419,0.0,0.0,168.55707528558526
16,1398764189.1104312,19.6104,119.51700000000001,1.0486419,0.0,0.0,164.24977147718081
17,1398764189.2193885,19.6104,119.51700000000001,1.0486419,0.0,0.0,161.59115983029668
18,1398764189.3199203,19.6104,119.51700000000001,1.0486419,0.0,0.0,161.04146369510372
19,1398764189.420497,19.6104,119.51700000000001,1.0486419,0.0,0.0,162.72851129914926
20,1398764189.5210671,19.6104,119.51700000000001,1.0486419,0.0,0.0,167.1449647651345
21,1398764189.621656,19.6104,119.51700000000001,1.0486419,0.0,0.0,174.53317504902637
22,1398764189.7222323,19.6104,119.51700000000001,1.0486419,0.0,0.0,184.5648076999302
23,1398764189.8228045,19.6104,119.51700000000001,1.0486419,0.0,0.0,195.41785191602088
24,1398764189.9233644,19.6104,119.51700000000001,1.0486419,0.0,0.0,205.44863759373953
25,1398764190.0037751,19.6104,119.51700000000001,1.0486419,0.0,0.0,212.85134506027796
26,1398764190.1043093,19.6104,119.51700000000001,1.0486419,0.0,0.0,217.28370463284259
27,1398764190.2048304,19.6104,119.51700000000001,1.0486419,0.0,0.0,218.9867114057836
28,1398764190.3053694,19.6104,119.51700000000001,1.0486419,0.0,0.0,218.46258333708118
29,1398764190.4059517,19.6104,119.51700000000001,1.0486419,0.0,0.0,215.92121299718275
30,1398764190.5064673,19.6104,119.51700000000001,1.0486419,0.0,0.0,211.80863092744295
31,1398764190.6070204,19.6104,119.51700000000001,1.0486419,0.0,0.0,206.92429071992964
32,1398764190.7075737,19.6104,119.51700000000001,1.0486419,0.0,0.0,202.90101906289428
33,1398764190.8081806,19.6104,119.51700000000001,1.0486419,0.0,0.0,200.41705790383529
34,1398764190.9087076,19.6104,119.51700000000001,1.0486419,0.0,0.0,199.55178291242487
35,1398764191.009268,19.6104,119.51700000000001,1.0486419,0.0,0.0,199.6682562389763
36,1398764191.1097097,19.6104,119.51700000000001,1.0486419,0.0,0.0,200.10699041832729
37,1398764191.210257,19.6104,119.51700000000001,1.0486419,0.0,0.0,200.1433532771794
38,1398764191.3108296,19.6104,119.51700000000001,1.0486419,0.0,0.0,199.13067885796258
39,1398764191.4114048,19.6104,119.51700000000001,1.0486419,0.0,0.0,196.49055779771413
40,1398764191.511994,19.6104,119.51700000000001,1.0486419,0.0,0.0,192.38027940430825
41,1398764191.612581,19.6104,119.51700000000001,1.0486419,0.0,0.0,187.61955046477996
42,1398764191.713216,19.6104,119.51700000000001,1.0486419,0.0,0.0,183.50939096753933
43,1398764191.8137474,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.86948800025783
44,1398764191.9142632,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.85699723145288
45,1398764192.0047562,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.8936267065704
46,1398764192.1111495,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.3323925306732
47,1398764192.211707,19.6104,119.51700000000001,1.0486419,0.0,0.0,180.4483715690923
48,1398764192.3122346,19.6104,119.51700000000001,1.0486419,0.0,0.0,179.5825014360896
49,1398764192.4127722,19.6104,119.51700000000001,1.0486419,0.0,0.0,177.09848912823188
50,1398764192.5133717,19.6104,119.51700000000001,1.0486419,0.0,0.0,173.07705503382226
51,1398764192.6140654,19.6104,119.51700000000001,1.0486419,0.0,0.0,168.19557633952923
52,1398764192.7145417,19.6104,119.51700000000001,1.0486419,0.0,0.0,164.08563499343012
53,1398764192.8151248,19.6104,119.51700000000001,1.0486419,0.0,0.0,161.54317076007226
54,1398764192.915731,19.6104,119.51700000000001,1.0486419,0.0,0.0,161.01627778362973
55,1398764193.0062327,19.6104,119.51700000000001,1.0486419,0.0,0.0,162.72688843655166
56,1398764193.1067817,19.6104,119.51700000000001,1.0486419,0.0,0.0,167.18837111665434
57,1398764193.207421,19.6104,119.51700000000001,1.0486419,0.0,0.0,174.63779773209052
58,1398764193.3080368,19.6104,119.51700000000001,1.0486419,0.0,0.0,184.68865183725632
59,1398764193.4086285,19.6104,119.51700000000001,1.0486419,0.0,0.0,195.48209198550416
60,1398764193.5091486,19.6104,119.51700000000001,1.0486419,0.0,0.0,205.32279601169333
61,1398764193.6096888,19.6104,119.51700000000001,1.0486419,0.0,0.0,212.45462462987527
62,1398764193.7102418,19.6104,119.51700000000001,1.0486419,0.0,0.0,216.60547520668652
63,1398764193.8108056,19.6104,119.51700000000001,1.0486419,0.0,0.0,218.15307456291512
