,seconds,x,y,z,speed,acceleration,degrees
0,1398693203.7630823,19.5964,119.565,1.0536779,0.0,0.0,182.53596936835598
1,1398693203.8635695,19.5964,119.565,1.0536779,0.0,0.0,190.01589568706586
2,1398693203.9640872,19.5964,119.565,1.0536779,0.0,0.0,190.01099783560824
3,1398693204.0042737,19.5964,119.565,1.0536779,0.0,0.0,185.20352674258552
4,1398693204.1048567,19.5964,119.565,1.0536779,0.0,0.0,177.90633727008378
5,1398693204.2054174,19.5964,119.565,1.0536779,0.0,0.0,170.01081103535492
6,1398693204.3059561,19.5964,119.565,1.0536779,0.0,0.0,162.90995321221016
7,1398693204.4065025,19.5964,119.565,1.0536779,0.0,0.0,157.43712612677353
8,1398693204.5070114,19.5964,119.565,1.0536779,0.0,0.0,153.86121231037586
9,1398693204.6075249,19.5964,119.565,1.0536779,0.0,0.0,151.96070483194322
10,1398693204.7081587,19.5964,119.565,1.0536779,0.0,0.19793042082420997,151.18479648325993
11,1398693204.8086762,19.5964,119.565,1.0536779,0.019895473325230537,0.4043569369240004,150.86865091919174
12,1398693204.9092016,19.5984,119.565,1.0536779,0.06054360773394625,0.28821101182969244,150.4469954286661
13,1398693205.0096707,19.6044,119.566,1.0536779,0.08949991227529774,0.2912728685196541,149.60130854125032
14,1398693205.1102295,19.6134,119.566,1.0536779,0.11878995010922885,0.30573325350588937,148.30498669356712
15,1398693205.2107594,19.6253,119.56700000000001,1.0536779,0.14952528630339093,0.11837530930857885,146.75967308197545
16,1398693205.3112996,19.6403,119.568,1.0536779,0.16142675897542197,0.46013571730900565,145.27056859679698
17,1398693205.4166105,19.6573,119.568,1.0536779,0.20988407326396463,0.27950931288531405,144.09812081940387
18,1398693205.5171185,19.6783,119.57,1.0536779,0.2379769881907906,0.20667384920872203,143.3737657259555
19,1398693205.6176362,19.7022,119.571,1.0536779,0.25875137845294033,0.3990193967467045,143.05030856899938
20,1398693205.718193,19.7282,119.572,1.0536779,0.2988755122516041,0.28647938850073185,142.97530349334923
21,1398693205.818792,19.7582,119.574,1.0536779,0.32769506672885806,0.5912866180748694,142.99229059189867
22,1398693205.9193757,19.7911,119.57600000000001,1.0536779,0.38716877580197,0.0010523538373523496,143.01071219819903
23,1398693206.009923,19.8261,119.57799999999999,1.0536779,0.38726406362502985,0.19590415102267725,143.00702134827478
24,1398693206.110504,19.865,119.58,1.0536779,0.40696828546481156,0.4058050420938174,142.99223553654906
25,1398693206.2111232,19.9059,119.58200000000001,1.0536779,0.4478001112706591,0.19390462334350264,142.9674466087671
26,1398693206.3117137,19.9509,119.584,1.0536779,0.4673050679740805,0.2895496106672438,142.94239651724521
27,1398693206.4122815,19.9978,119.587,1.0536779,0.49642444043129186,0.013485166032359937,142.9269201697854
28,1398693206.512881,20.0477,119.589,1.0536779,0.497781041760505,-0.006437716404542651,142.92825087789507
29,1398693206.6134071,20.0977,119.59100000000001,1.0536779,0.49713388327326563,-0.009930231100153513,142.94924504125245
30,1398693206.7139637,20.1476,119.594,1.0536779,0.4961353328773105,2.3444317968700066,142.98246997870478
31,1398693206.8145216,20.1974,119.59700000000001,1.0536035,0.731886246250748,-1.7864387158934525,143.01868371521448
32,1398693206.915039,20.237000000000002,119.65899999999999,1.0487941,0.5523178723180537,-0.612297598565058,143.04260190244813
33,1398693207.0055487,20.2869,119.662,1.0487941,0.49689902908321426,0.014118263346049936,143.03807255065263
34,1398693207.1060522,20.3368,119.664,1.0487941,0.4983179631822735,-0.01817040305551885,142.99031741163034
35,1398693207.2065701,20.3868,119.667,1.0487941,0.49649151082225956,-2.3366451948472746,142.89540753843005
36,1398693207.307156,20.4367,119.669,1.0487941,0.26145786329367626,2.3468226594254746,142.76515075278283
37,1398693207.407786,20.4549,119.68799999999999,1.0394978,0.49761817344502174,-0.008546006449288301,142.62912075843454
38,1398693207.508345,20.5049,119.69,1.0394978,0.4967587956149578,0.009827847366146425,142.5190349376783
