,Speed,Degrees,Acceleration,M0C,M1C,Lat,Lon
0,0.464590893147751,242.53394018084998,0.06827376040859064,0.43054524649678755,0.0926969416278633,45.35966513750938,11.020594735705288
1,0.1622292102853387,257.7448477816277,-0.6172605478606688,0.3102287754716559,-0.7474427045554719,45.359725540081705,11.020578639467507
2,0.5065199904035702,249.39889609817072,-0.17566966328861638,0.1451422526330007,0.5216079053749552,45.35977326491358,11.020561301031238
3,0.13592642986918752,247.1663471866559,-0.7496417925325329,0.9078425128300187,-0.0787219022569002,45.35983138144454,11.02054395477711
4,0.7520888833056054,241.6124865174142,0.0981496606358024,0.9086193922913794,0.29756932883892295,45.3598848909626,11.020528276961205
5,0.5792114639269151,249.43741083492986,0.38481842082469786,-0.8240800450533763,0.1447636896688095,45.35993433026117,11.02051004520983
6,-0.12503343504849707,249.9423870359027,-0.6164429647087034,-0.898454074721325,-0.2838334221911804,45.359993559316536,11.02048877438835
7,0.724968034629343,253.93972161912393,-0.8015439999613344,-0.6072048732272033,0.6378706500359619,45.36004202546724,11.020472729528864
8,0.7131012667583569,241.97247256498756,-0.23039239275644444,0.231520765073623,0.09155162892360195,45.3601075525867,11.020455676369252
9,0.4738430645214499,247.5253850699819,1.1752843635379144,0.1984133720003098,0.2855901943850178,45.36015851995169,11.020442356872275
10,-0.023818727474827717,242.42767831665878,0.20862393550568792,0.30375354704530705,0.2890342670210822,45.36021962195121,11.020423172457944
11,0.4633644299361139,248.63864554365,0.3463084723892092,-0.16328957481257322,-0.01066471332503979,45.360270679697166,11.020408745077988
12,0.6481362349340227,240.44551809185606,-0.5138878522871105,-0.4564304116027997,0.4422788380982246,45.36032759103294,11.020388756177452
13,0.4532240175704921,255.1084866884883,-0.19767972969428574,0.48173158652757336,-0.2064659168816335,45.360376250039856,11.020375013906031
14,0.49989794061326664,250.7750730013483,-0.09704499874898474,0.5455272649925884,0.2924365735817736,45.36043108530995,11.020356760802182
15,0.9262891356813396,249.94139432867541,0.28197403047712993,0.10163355496551692,-0.54231058025341,45.36049132715608,11.02034189796887
16,0.8900083513848025,250.1593828149706,-0.5900408482056241,0.4567014798083787,0.2806419196919654,45.3605494564931,11.020319200240285
17,0.3438763899174071,251.90827577198468,-0.9199131966693314,-0.6599395163748628,-0.004052253748465578,45.36060306275243,11.020304761754238
18,0.5737249432781105,249.36012879982363,-0.023025574847365178,0.49262985164008244,0.016932851583740867,45.360661502355875,11.020286030908672
19,0.637194857748019,239.42968496022596,0.10853110651221778,0.7855706015163809,1.3166759147458607,45.36071732953892,11.02027178523118
20,0.6768010982411183,248.97880708647438,1.1106961674981406,0.0928078865533479,-0.3225702373587717,45.3607666144263,11.020254823705937
21,0.9300625062328269,245.65973168697832,-0.2741230691844606,0.3433342511320788,-0.09076431712330175,45.36082936197086,11.02023940692361
22,0.7785220253518025,246.70146909494528,-0.7158892677656798,0.354137998537345,0.9465852543426508,45.36088759684513,11.020216390846882
23,0.4086479053020371,255.21135864330608,-0.4048005375886194,0.977395338851876,-0.4864325745982809,45.36094459778539,11.020203761012821
24,1.028382275926488,246.92394372303073,1.080348038354467,0.1970504383719334,0.18456828013625973,45.360995051665256,11.020185038622275
25,0.5739944726586739,259.2611122825928,-0.0522479389546159,0.31980469400336364,0.5171263135564594,45.36104429798973,11.020170901869342
26,0.40285432448583186,243.79654326700776,-1.7237532925556773,0.10729400262411812,-0.24093548919500987,45.361097197901735,11.020151281334606
27,0.7936560658765315,244.8028738569781,-0.44599531409814613,-0.2793728790076572,0.04833105903883056,45.3611545762533,11.020137477699027
28,0.18892106061932867,244.12610806403043,0.07734603466802126,-0.11521690416211916,0.5634937016160396,45.36120821765009,11.020115888270006
29,0.2715849274502808,252.72565957098107,-1.184140208615233,0.28099824031428894,-0.16567906868304352,45.361273098279455,11.02010048824667
30,0.6761254004365685,253.44417791815897,0.294071918002829,-0.6464723323945902,0.6725597792409308,45.36132468749356,11.020086847357325
31,0.44812572604257456,253.97746025736856,2.0182711563087574,0.22351613618276583,0.05479964476820899,45.36138001027098,11.020068157574205
32,0.6429920874719567,243.68475743539852,0.2638859376896286,-0.02770704591905071,0.08711962200414057,45.36142977163561,11.020049037744014
33,0.12991010684373439,253.46019478796194,0.12078535438121675,-1.110007946316577,0.28749538679544717,45.36148862859463,11.020029466820311
34,0.5302798453134625,243.88254717161118,1.2119831888162431,0.2798480177544448,1.0394774965103275,45.36154614115199,11.020016071214952
